**** BEGIN LOGGING AT Sat Oct 22 09:26:56 2016

[LoverGuy has address Chat@love.friendship.faith.trust.peace.bliss]
Oct 22 09:26:56 <LoverGuy>	hi rf
Jan 03 23:01:46 <RammsteinFan>	pune
Jan 03 23:01:53 <RammsteinFan>	25 feb 1984
Jan 03 23:02:09 <LG>	ok... i'll check it out
Jan 03 23:02:14 <RammsteinFan>	ok :)
Jan 03 23:02:26 <RammsteinFan>	tell me if you find anything interesting :)
Jan 03 23:02:38 <LG>	sure sure
Jan 03 23:03:44 <RammsteinFan>	ok gotta go now
Jan 03 23:03:46 <RammsteinFan>	laters
Jan 03 23:03:51 <RammsteinFan>	tc
**** ENDING LOGGING AT Tue Jan  3 23:03:54 2017

**** BEGIN LOGGING AT Wed Jan  4 22:56:42 2017

[LoverGuy has address eternally@love.friendship.faith.trust.peace.bliss]
Jan 04 22:56:42 <LoverGuy>	did you find out birth time?
Jan 04 22:57:01 <RammsteinFan>	no man..forgot t oask
Jan 04 22:57:06 <RammsteinFan>	ill tell you tmw
Jan 04 22:57:12 <LoverGuy>	sure :)
Jan 04 22:57:24 <RammsteinFan>	:)
Jan 04 22:57:38 <RammsteinFan>	dinner?
Jan 04 22:57:44 <LoverGuy>	done
Jan 04 22:57:46 <LoverGuy>	you?
Jan 04 22:57:53 <RammsteinFan>	no not yet
Jan 04 22:58:00 <LoverGuy>	ohh
Jan 04 22:58:03 <RammsteinFan>	not very hungry...ate samosa at 7 :)
Jan 04 22:58:03 <LoverGuy>	this late?
Jan 04 22:58:09 <LoverGuy>	grrrrr
Jan 04 22:58:11 <RammsteinFan>	lol
Jan 04 22:58:14 <RammsteinFan>	why grrr?
Jan 04 22:58:34 <LoverGuy>	a samosa at 7 doesn't make you hungry?
Jan 04 22:58:45 <RammsteinFan>	two samosas :)
Jan 04 22:58:55 <LoverGuy>	still
Jan 04 22:58:58 <RammsteinFan>	well no
Jan 04 22:59:11 <LoverGuy>	nice
Jan 04 22:59:17 <LoverGuy>	am a glutton
Jan 04 22:59:22 <RammsteinFan>	lol
Jan 04 22:59:23 <RammsteinFan>	good
Jan 04 22:59:26 <RammsteinFan>	i am too
Jan 04 22:59:36 <RammsteinFan>	but only for non veg starters :)
Jan 04 22:59:42 <LoverGuy>	hahaha
Jan 04 22:59:47 <LoverGuy>	there i differ
Jan 04 22:59:51 <RammsteinFan>	i know :)
Jan 04 23:00:04 <LoverGuy>	been busy whole day?
Jan 04 23:00:08 <RammsteinFan>	yeah
Jan 04 23:00:19 <RammsteinFan>	came here at 8 am
Jan 04 23:00:23 <LoverGuy>	what's up with job in belgaum?
Jan 04 23:00:24 <LoverGuy>	oh
Jan 04 23:00:25 <RammsteinFan>	deb told me you just left
Jan 04 23:00:28 <RammsteinFan>	no news man
Jan 04 23:00:34 <LoverGuy>	hmmm
Jan 04 23:00:40 <LoverGuy>	wait for the right one
Jan 04 23:00:43 <RammsteinFan>	will ahve to look for teaching job
Jan 04 23:01:02 <RammsteinFan>	yeah guess have to wait
Jan 04 23:01:21 <RammsteinFan>	hows it with you?
Jan 04 23:01:28 <LoverGuy>	whichever... just wait. Shani will change his course on Jan 26t
Jan 04 23:01:29 <LoverGuy>	:P
Jan 04 23:01:35 <LoverGuy>	am ok.. i guess
Jan 04 23:01:42 <RammsteinFan>	any plans to come to bglore or going to stay in tumkur?
Jan 04 23:01:54 <LoverGuy>	none for now
Jan 04 23:01:58 <LoverGuy>	tumkur it s
Jan 04 23:01:59 <LoverGuy>	is
Jan 04 23:02:09 <RammsteinFan>	ah ok
Jan 04 23:02:47 <RammsteinFan>	going to hometown around 20th this month
Jan 04 23:02:53 <LoverGuy>	where will you get food now?
Jan 04 23:02:55 <LoverGuy>	ok.. cool
Jan 04 23:03:19 <RammsteinFan>	cook has already prepared
Jan 04 23:03:46 <LoverGuy>	oh great
Jan 04 23:03:59 <RammsteinFan>	bhendi...not that good so trying to avoid eating it :)
Jan 04 23:04:27 <LoverGuy>	good for memory
Jan 04 23:05:38 <RammsteinFan>	lol
Jan 04 23:05:39 <RammsteinFan>	ok
Jan 04 23:05:46 <RammsteinFan>	almonds are even better :)
Jan 04 23:05:54 <LoverGuy>	yeah, true
Jan 04 23:06:15 <LoverGuy>	how many days at hometown?
Jan 04 23:07:23 <RammsteinFan>	umm maybe three
Jan 04 23:07:29 <LoverGuy>	k
Jan 04 23:07:34 <RammsteinFan>	sis might come too since 26th is holiday
Jan 04 23:07:40 <RammsteinFan>	then will be more
Jan 04 23:07:47 <LoverGuy>	oh nice...
Jan 04 23:08:05 <RammsteinFan>	yeah
Jan 04 23:08:21 <LoverGuy>	dad's fine?
Jan 04 23:09:47 <RammsteinFan>	yeah hes fine now
Jan 04 23:10:09 <LoverGuy>	that's good
Jan 04 23:10:55 <RammsteinFan>	:)
Jan 04 23:11:22 <LoverGuy>	decide slowly.. to move or not
Jan 04 23:11:35 <RammsteinFan>	i have decided lg
Jan 04 23:11:37 <LoverGuy>	and meet her and speak to her elaborately
Jan 04 23:11:39 <RammsteinFan>	nothing for me in bglore
Jan 04 23:11:41 <RammsteinFan>	yeah
Jan 04 23:11:44 <RammsteinFan>	gotta do that
Jan 04 23:11:50 <LoverGuy>	hmmmm
Jan 04 23:12:05 <RammsteinFan>	shes fine with bgm i think
Jan 04 23:12:19 <LoverGuy>	there are some IT companies in belgaum too, right?
Jan 04 23:13:26 <RammsteinFan>	not many
Jan 04 23:13:40 <RammsteinFan>	there is one
Jan 04 23:13:51 <LoverGuy>	i read there is some IT park developed
Jan 04 23:13:52 <RammsteinFan>	but i dont know if they pay as good as college
Jan 04 23:14:04 <LoverGuy>	hmm that's there
Jan 04 23:14:11 <RammsteinFan>	ill also get some time to set up my own something
Jan 04 23:14:44 <LoverGuy>	yeah.. it's always good to be one's own boss
Jan 04 23:14:49 <RammsteinFan>	yes
Jan 04 23:15:52 <LoverGuy>	he tried to speak to me today, on the mains
Jan 04 23:15:58 <LoverGuy>	i didn't respond
Jan 04 23:16:07 <RammsteinFan>	az?
Jan 04 23:16:13 <LoverGuy>	yeah
Jan 04 23:16:16 <RammsteinFan>	hmm
Jan 04 23:16:17 <RammsteinFan>	ok
Jan 04 23:16:32 <RammsteinFan>	who else was here?
Jan 04 23:16:44 <LoverGuy>	kat and lainy
Jan 04 23:17:25 <RammsteinFan>	ok
Jan 04 23:18:37 <RammsteinFan>	did they speak with him?
Jan 04 23:18:46 <LoverGuy>	lainy did
Jan 04 23:18:52 <RammsteinFan>	ok
Jan 04 23:18:58 <RammsteinFan>	kat didnt speak to him? wow
Jan 04 23:19:04 <LoverGuy>	and teena was there too.. she didn't respond much
Jan 04 23:19:10 <LoverGuy>	kat was very prim
Jan 04 23:19:29 <RammsteinFan>	must be coz hes been bothering her too much
Jan 04 23:19:40 <LoverGuy>	yes...
Jan 04 23:20:01 <LoverGuy>	he's trying to be good to everyone
Jan 04 23:20:20 <RammsteinFan>	az is?
Jan 04 23:20:25 <LoverGuy>	yes
Jan 04 23:20:29 <RammsteinFan>	really? lol
Jan 04 23:20:32 <LoverGuy>	to build up his image
Jan 04 23:20:33 <LoverGuy>	:D
Jan 04 23:20:39 <RammsteinFan>	ah yeah i guess
Jan 04 23:21:14 <RammsteinFan>	fucking retard
Jan 04 23:21:21 <LoverGuy>	lol
Jan 04 23:21:33 <RammsteinFan>	should have thought of that earlier
Jan 04 23:22:21 <LoverGuy>	it's only an act.. he doesn't have that character in him
Jan 04 23:22:29 <RammsteinFan>	yep!
Jan 04 23:22:49 <RammsteinFan>	like i said fucking retard lol
Jan 04 23:23:51 <LoverGuy>	hehe... deb said he's trying yoga and reading!
Jan 04 23:23:59 <RammsteinFan>	lool
Jan 04 23:24:06 <RammsteinFan>	yeah like that will work
Jan 04 23:24:37 <LoverGuy>	hahaha.. i laughed. he's too full of himself to read anything
Jan 04 23:24:54 <RammsteinFan>	looool
Jan 04 23:24:56 <RammsteinFan>	yeah tht too
Jan 04 23:25:05 <RammsteinFan>	might be reading newspaper lol
Jan 04 23:25:58 <LoverGuy>	that's the best he can do.. maybe movies stuff
Jan 04 23:27:13 <RammsteinFan>	yeah maybe
Jan 04 23:27:25 <RammsteinFan>	hope he atleast learns something
Jan 04 23:29:03 <LoverGuy>	when will you be moving to bgm?
Jan 04 23:29:25 <RammsteinFan>	not fixed yet 
Jan 04 23:29:34 <RammsteinFan>	as soon as i get a job there
Jan 04 23:29:35 <LoverGuy>	hmm k
Jan 04 23:30:00 <LoverGuy>	you will.. :)
Jan 04 23:30:06 <RammsteinFan>	:)
Jan 04 23:30:07 <RammsteinFan>	thanks 
Jan 04 23:30:11 <RammsteinFan>	lets see
Jan 04 23:30:19 <RammsteinFan>	shani has to move first :)
Jan 04 23:30:25 <LoverGuy>	lol
Jan 04 23:30:27 <LoverGuy>	yes
Jan 04 23:30:32 <RammsteinFan>	:)
Jan 04 23:30:52 <LoverGuy>	even marriage would be on the cards
Jan 04 23:30:57 <RammsteinFan>	ye
Jan 04 23:30:58 <RammsteinFan>	yes
Jan 04 23:31:08 <RammsteinFan>	mom told me the same thing ytd
Jan 04 23:31:11 <RammsteinFan>	decide soon
Jan 04 23:31:28 <LoverGuy>	yes.. time to get settled
Jan 04 23:31:35 <LoverGuy>	don't end up like me
Jan 04 23:31:58 <RammsteinFan>	you will get settled soon too buddy
Jan 04 23:32:06 <LoverGuy>	hope so
Jan 04 23:32:12 <RammsteinFan>	yes i hope so too
Jan 04 23:32:19 <RammsteinFan>	ill dj at your wedding :)
Jan 04 23:32:24 <LoverGuy>	lol
Jan 04 23:32:37 <RammsteinFan>	what does your horoscope say?
Jan 04 23:32:45 <LoverGuy>	it won't be such a grand one.. it will be an elopement
Jan 04 23:32:53 <LoverGuy>	says good things
Jan 04 23:32:58 <RammsteinFan>	ah thats good
Jan 04 23:33:15 <RammsteinFan>	good things happen to good people...sometimes just takes time
Jan 04 23:33:18 <RammsteinFan>	so dont worry
Jan 04 23:33:29 <LoverGuy>	match is 75%
Jan 04 23:33:35 <LoverGuy>	thaanks  :)
Jan 04 23:33:41 <RammsteinFan>	if you need any help eloping then let me know :)
Jan 04 23:33:54 <LoverGuy>	sure :D
Jan 04 23:34:00 <LoverGuy>	i'll tell u
Jan 04 23:35:22 <RammsteinFan>	:)
Jan 04 23:35:32 <LoverGuy>	there he is!
Jan 04 23:35:39 <RammsteinFan>	lol
Jan 04 23:35:41 <RammsteinFan>	yeah
Jan 04 23:35:53 <RammsteinFan>	i was wondering 
Jan 04 23:36:00 <RammsteinFan>	maybe finished reading lol
Jan 04 23:36:04 <LoverGuy>	loool
Jan 04 23:36:29 <LoverGuy>	he just couldn't sleep after all that reading
Jan 04 23:36:45 <RammsteinFan>	lol
Jan 04 23:38:28 <RammsteinFan>	shall i piss him off?
Jan 04 23:39:01 <LoverGuy>	hehe
Jan 04 23:39:11 <LoverGuy>	you can try
Jan 04 23:41:15 <RammsteinFan>	i just hope kat doesnt kick me out
Jan 04 23:41:24 <LoverGuy>	why would she?
Jan 04 23:41:44 <RammsteinFan>	anyway now dew is here
Jan 04 23:41:48 <RammsteinFan>	cant say anything now
Jan 04 23:41:49 <LoverGuy>	or wait until he's available alone
Jan 04 23:41:51 <LoverGuy>	yeah
Jan 04 23:41:53 <RammsteinFan>	yeah
**** ENDING LOGGING AT Thu Jan  5 00:13:09 2017

**** BEGIN LOGGING AT Mon Jan  9 02:39:28 2017

[LoverGuy has address eternally@love.friendship.faith.trust.peace.bliss]
Jan 09 02:39:28 <LoverGuy>	ssup?
Jan 09 02:40:16 <RammsteinFan>	nothing much
Jan 09 02:40:20 <RammsteinFan>	where have you been?
Jan 09 02:40:49 <LoverGuy>	was with sapp whole of yesterday night in another room
Jan 09 02:40:55 <RammsteinFan>	ah ok
Jan 09 02:41:05 <RammsteinFan>	hope everything is alright
Jan 09 02:41:07 <LoverGuy>	12 hours of nonstop trivia...
Jan 09 02:41:13 <LoverGuy>	nope, it isn't
Jan 09 02:41:16 <RammsteinFan>	:(
Jan 09 02:41:21 <LoverGuy>	still we played :D
Jan 09 02:41:23 <RammsteinFan>	you were just playing
Jan 09 02:41:28 <RammsteinFan>	ah ok
Jan 09 02:41:30 <LoverGuy>	yes
Jan 09 02:41:45 <LoverGuy>	she's ofc faaar better than i
Jan 09 02:41:56 <RammsteinFan>	is she?
Jan 09 02:41:59 <RammsteinFan>	why?
Jan 09 02:42:07 <LoverGuy>	i mean, in trivia
Jan 09 02:42:10 <RammsteinFan>	ah ok
Jan 09 02:42:12 <LoverGuy>	esp kaos
Jan 09 02:42:16 <RammsteinFan>	sure she is
Jan 09 02:42:26 <RammsteinFan>	you didnt talk to her at all?
Jan 09 02:42:32 <LoverGuy>	a bit
Jan 09 02:42:41 <RammsteinFan>	and she responded?
Jan 09 02:42:47 <LoverGuy>	she's fuming.. for some unkown reason
Jan 09 02:42:53 <RammsteinFan>	hmm 
Jan 09 02:42:59 <LoverGuy>	she did, sparingly
Jan 09 02:43:00 <RammsteinFan>	but she replied?
Jan 09 02:43:05 <RammsteinFan>	ok
Jan 09 02:43:10 <RammsteinFan>	thats progress :)
Jan 09 02:43:22 <RammsteinFan>	a bit but still
Jan 09 02:43:34 <LoverGuy>	it's like moon's variations by the day
Jan 09 02:43:41 <LoverGuy>	she varies too
Jan 09 02:43:43 <LoverGuy>	:D
Jan 09 02:43:47 <RammsteinFan>	:)
Jan 09 02:44:40 <LoverGuy>	found your birth time?
Jan 09 02:44:46 <RammsteinFan>	lol no man sorry
Jan 09 02:44:59 <RammsteinFan>	i called my mom ytd but forgot to ask
Jan 09 02:45:01 <LoverGuy>	np :D
Jan 09 02:45:02 <RammsteinFan>	ill ask tmw
Jan 09 02:45:06 <LoverGuy>	yeah
Jan 09 02:46:23 <RammsteinFan>	:)
Jan 09 02:47:02 <LoverGuy>	you wanted to thank lainy and typed my name, i guess
Jan 09 02:48:27 <RammsteinFan>	yeah lol
Jan 09 02:48:38 <RammsteinFan>	took you this long to figure it out? :)
Jan 09 02:48:45 <LoverGuy>	lol
Jan 09 02:50:42 <LoverGuy>	who's this blue eyed f?
Jan 09 02:50:47 <RammsteinFan>	ni man
Jan 09 02:50:55 <RammsteinFan>	i was wondering myself
Jan 09 02:51:17 <LoverGuy>	she's very good at trivia
Jan 09 02:51:39 <RammsteinFan>	yes
**** ENDING LOGGING AT Mon Jan  9 03:25:57 2017

**** BEGIN LOGGING AT Mon Jan  9 23:50:51 2017

[LoverGuy has address eternally@love.friendship.faith.trust.peace.bliss]
Jan 09 23:50:51 <LoverGuy>	found your tob?
Jan 09 23:50:58 <RammsteinFan>	tob?
Jan 09 23:51:06 <LoverGuy>	time of birth
Jan 09 23:51:07 <LoverGuy>	:D
Jan 09 23:51:18 <RammsteinFan>	ah damn
Jan 09 23:51:22 <RammsteinFan>	forgot again
Jan 09 23:51:28 <RammsteinFan>	ill ask tmw
Jan 09 23:51:32 <LoverGuy>	lol
Jan 09 23:51:34 <LoverGuy>	ok
Jan 09 23:51:36 <RammsteinFan>	:)
**** ENDING LOGGING AT Tue Jan 10 00:49:16 2017

**** BEGIN LOGGING AT Thu Jan 12 21:43:56 2017

[LoverGuy has address eternally@love.friendship.faith.trust.peace.bliss]
Jan 12 21:43:56 <LoverGuy>	hi
Jan 12 21:44:39 <LoverGuy>	where were you?
Jan 12 21:44:46 <LoverGuy>	i mailed you too!
Jan 12 22:28:18 <RammsteinFan>	hi lg :)
Jan 12 22:28:21 <RammsteinFan>	i replied back
Jan 12 22:28:27 <RammsteinFan>	didnt you get my mail?
Jan 12 22:29:06 <LoverGuy>	didn't check yet
Jan 12 22:29:33 <LoverGuy>	lemme check :)
Jan 12 22:29:45 <RammsteinFan>	ok
Jan 12 22:30:28 *	Notify: lainy is offline (LibraIRC)
Jan 12 22:30:51 *	Notify: LilMermaid is offline (LibraIRC)
Jan 12 22:32:07 <LoverGuy>	k. :)
Jan 12 22:32:15 <RammsteinFan>	:)
Jan 12 22:32:26 <RammsteinFan>	missing me too much eh? :) lol
Jan 12 22:32:30 <LoverGuy>	lol
Jan 12 22:32:42 <RammsteinFan>	so hows you?
Jan 12 22:32:45 <LoverGuy>	i guess for two days you didn't play
Jan 12 22:32:46 <LoverGuy>	am ok
Jan 12 22:32:51 <LoverGuy>	ty
Jan 12 22:32:55 <RammsteinFan>	yeah was busy with some work
Jan 12 22:33:02 <LoverGuy>	ok..
Jan 12 22:33:10 <LoverGuy>	i thought you went to hometown
Jan 12 22:33:24 <RammsteinFan>	prob will go next week
Jan 12 22:33:32 <LoverGuy>	hmm k
Jan 12 22:33:35 <RammsteinFan>	next to next week
Jan 12 22:33:44 <LoverGuy>	ok :D
Jan 12 22:33:56 <LoverGuy>	any progress?
Jan 12 22:34:10 <RammsteinFan>	not yet
Jan 12 22:34:20 <RammsteinFan>	lets see
Jan 12 22:34:35 <RammsteinFan>	once i go there ill see
Jan 12 22:34:46 <LoverGuy>	yeah
Jan 12 22:34:49 <LoverGuy>	take it slow
Jan 12 22:34:57 <RammsteinFan>	hmm ok
Jan 12 22:35:30 <RammsteinFan>	ok gotta go have dinner
Jan 12 22:35:34 <RammsteinFan>	see ya later
**** ENDING LOGGING AT Thu Jan 12 22:35:38 2017

**** BEGIN LOGGING AT Sat Jan 14 00:31:03 2017

[LoverGuy has address eternally@love.friendship.faith.trust.peace.bliss]
Jan 14 00:31:03 <LoverGuy>	she called me kutta on the mains :D
Jan 14 00:31:10 <RammsteinFan>	wow
Jan 14 00:31:15 <RammsteinFan>	today?
Jan 14 00:31:19 <LoverGuy>	ken yes
Jan 14 00:31:28 <LoverGuy>	and daybefore, some more names
Jan 14 00:31:35 <RammsteinFan>	i saw she isnt talking to you
Jan 14 00:31:45 <LoverGuy>	hmm
Jan 14 00:31:51 <LoverGuy>	all coz she thinks i am az
Jan 14 00:31:57 <RammsteinFan>	hmmm
Jan 14 00:32:08 <LoverGuy>	:(
Jan 14 00:32:13 <RammsteinFan>	she needs to cool down
Jan 14 00:32:26 <LoverGuy>	how long?
Jan 14 00:32:31 <LoverGuy>	3 months?
Jan 14 00:32:36 <RammsteinFan>	idk
Jan 14 00:32:39 <RammsteinFan>	ask her
Jan 14 00:32:56 <LoverGuy>	hmmm
Jan 14 00:33:01 <RammsteinFan>	but why does she call you names in main?
Jan 14 00:33:08 <RammsteinFan>	she shouldnt do that atleast
Jan 14 00:33:15 <LoverGuy>	she's crazy
Jan 14 00:33:31 <LoverGuy>	it's against irc policy
Jan 14 00:33:35 <RammsteinFan>	yes
Jan 14 00:35:07 <RammsteinFan>	no op was here?
Jan 14 00:35:15 <LoverGuy>	hoppy was here
Jan 14 00:35:21 <LoverGuy>	he wouldn't understand hinid
Jan 14 00:35:23 <LoverGuy>	hindi
Jan 14 00:35:32 <LoverGuy>	az was here, and maybe he enjoyed it
Jan 14 00:35:34 <RammsteinFan>	yes
Jan 14 00:35:47 <RammsteinFan>	you should have told hoppy
Jan 14 00:36:00 <RammsteinFan>	in pvt
Jan 14 00:36:05 <RammsteinFan>	then he would take care of it
Jan 14 00:36:06 <LoverGuy>	i will, next time
Jan 14 00:36:10 <LoverGuy>	yeah
Jan 14 00:36:14 <RammsteinFan>	yes do it
Jan 14 00:36:22 <LoverGuy>	hmm
Jan 14 00:41:56 <RammsteinFan>	btw why did she call you kutta?
Jan 14 00:42:11 <RammsteinFan>	when she was playing here earlier she seemed ok
Jan 14 00:42:21 <LoverGuy>	yeah..
Jan 14 00:42:32 <RammsteinFan>	so why she called you that?
Jan 14 00:42:44 <LoverGuy>	there was one q... "my wicked wicked ways" autobiography of someonoe
Jan 14 00:42:48 <LoverGuy>	one*
Jan 14 00:42:49 <RammsteinFan>	ok
Jan 14 00:42:59 <LoverGuy>	i answered mine, and said "right?"
Jan 14 00:43:10 <RammsteinFan>	ah i see
Jan 14 00:43:12 <LoverGuy>	she said yes, and no one knows abt my wicked ways
Jan 14 00:43:17 <LoverGuy>	and said kutta
Jan 14 00:43:22 <RammsteinFan>	wow
Jan 14 00:44:11 <RammsteinFan>	i think you should stop asking her these things in main buddy
Jan 14 00:44:12 <LoverGuy>	and two days back it was ch***ya
Jan 14 00:44:16 <LoverGuy>	yeah
Jan 14 00:44:27 <RammsteinFan>	everyone can see it
Jan 14 00:44:34 <RammsteinFan>	so she will not like it
Jan 14 00:44:43 <LoverGuy>	the other day it was unprovoked
Jan 14 00:44:56 <LoverGuy>	az was as usual heaping praises on dew
Jan 14 00:44:57 <RammsteinFan>	ok
Jan 14 00:45:05 <RammsteinFan>	ok
Jan 14 00:45:09 <RammsteinFan>	she didnt like it?
Jan 14 00:45:10 <LoverGuy>	and she thought it was me in another nick, as usual again
Jan 14 00:45:19 <LoverGuy>	and said "goobe"
Jan 14 00:45:19 <RammsteinFan>	i see
Jan 14 00:45:20 <LoverGuy>	owl
Jan 14 00:45:27 <LoverGuy>	and "ch...ya"
Jan 14 00:45:34 <RammsteinFan>	hmm ok
Jan 14 00:45:56 <LoverGuy>	not a girl's way of expressing annoyance
Jan 14 00:46:01 <RammsteinFan>	yes
Jan 14 00:46:02 <LoverGuy>	tht word is out of the way
Jan 14 00:47:02 <RammsteinFan>	yes
Jan 14 00:47:31 <RammsteinFan>	if only az could shut up in main
Jan 14 00:47:50 <LoverGuy>	he'll never do that
Jan 14 00:47:56 <RammsteinFan>	i know
Jan 14 00:48:43 <RammsteinFan>	if you are both here how come she still thinks you are one person?
Jan 14 00:49:08 <RammsteinFan>	see when he says something you type something immediately
Jan 14 00:49:17 <LoverGuy>	and we both were answering sooo fassssssssst and even speaking to frenchie
Jan 14 00:49:18 <RammsteinFan>	that way she will know its not you
Jan 14 00:49:29 <LoverGuy>	she thinks i can do it!!
Jan 14 00:49:42 <RammsteinFan>	then no way to convince her
Jan 14 00:49:46 <RammsteinFan>	leave it
Jan 14 00:49:55 <LoverGuy>	it's just irrational
Jan 14 00:50:53 <RammsteinFan>	yes
Jan 14 00:51:32 <LoverGuy>	her so called "intuition" is more true than observed facts!
Jan 14 00:53:04 <RammsteinFan>	hmmm ok
**** ENDING LOGGING AT Sat Jan 14 01:56:18 2017

**** BEGIN LOGGING AT Tue Jan 17 01:24:12 2017

[LoverGuy has address eternally@love.friendship.faith.trust.peace.bliss]
Jan 17 01:24:15 <RammsteinFan>	hows you?
Jan 17 01:24:25 <RammsteinFan>	didnt see you around ytd and day befoer
Jan 17 01:24:31 <LoverGuy>	status quo
Jan 17 01:24:33 <LoverGuy>	down..
Jan 17 01:24:36 <LoverGuy>	coz of her
Jan 17 01:24:37 <LoverGuy>	:(
Jan 17 01:24:43 <RammsteinFan>	:(
Jan 17 01:24:43 <LoverGuy>	abusing on the mains
Jan 17 01:24:47 <RammsteinFan>	wow
Jan 17 01:24:49 <RammsteinFan>	still?
Jan 17 01:24:54 <LoverGuy>	yes
Jan 17 01:24:55 <RammsteinFan>	tell her not to do that on main
Jan 17 01:24:58 <LoverGuy>	even today
Jan 17 01:25:02 <LoverGuy>	she won't listen
Jan 17 01:25:20 <RammsteinFan>	hmm
Jan 17 01:25:34 <LoverGuy>	just that one reason
Jan 17 01:25:35 <RammsteinFan>	how come she has op status?
Jan 17 01:25:58 <LoverGuy>	dragon is her fan and a long time baiter
Jan 17 01:26:19 <RammsteinFan>	ah ok
Jan 17 01:26:33 <RammsteinFan>	tell hoppy to unop here then..this behavious is no op behavious
Jan 17 01:26:37 <RammsteinFan>	and then kick her out
Jan 17 01:26:59 <LoverGuy>	i don't want her to go... it's a catch 22
Jan 17 01:27:27 <RammsteinFan>	ok
Jan 17 01:27:36 <RammsteinFan>	tell another op to kcik her out
Jan 17 01:27:59 <LoverGuy>	i've already told hoppy tht she's doing this... and also the reason
Jan 17 01:28:10 <LoverGuy>	and also told him to wait and see
Jan 17 01:28:12 <RammsteinFan>	and?
Jan 17 01:29:06 <LoverGuy>	he said alright
Jan 17 01:29:37 <RammsteinFan>	ok
Jan 17 01:30:40 <RammsteinFan>	hoppy is too soft
Jan 17 01:30:49 <LoverGuy>	yeah i know
**** ENDING LOGGING AT Tue Jan 17 02:00:00 2017

**** BEGIN LOGGING AT Tue Jan 17 02:41:55 2017

[LoverGuy has address eternally@love.friendship.faith.trust.peace.bliss]
Jan 17 02:42:01 <RammsteinFan>	she still not talking to you?
Jan 17 02:42:25 <LoverGuy>	she is..
Jan 17 02:42:29 <LoverGuy>	bluntly
Jan 17 02:43:07 <RammsteinFan>	yeah
Jan 17 02:43:11 <RammsteinFan>	i saw it in main
Jan 17 02:43:18 <LoverGuy>	yeah
Jan 17 02:43:20 <RammsteinFan>	she can ignore you but why abuse?
Jan 17 02:43:34 <LoverGuy>	so much furyyyyyyyyyy!!!
Jan 17 02:43:39 <RammsteinFan>	i thought you both were talking
Jan 17 02:43:42 <LoverGuy>	i'm flirting with dew!
Jan 17 02:43:44 <RammsteinFan>	you wrent playing
Jan 17 02:43:45 <RammsteinFan>	lol
Jan 17 02:43:55 <LoverGuy>	till dec 28th it was going ok
Jan 17 02:44:10 <LoverGuy>	and then it hit a bottom again
Jan 17 02:44:12 <RammsteinFan>	you are flirting? talking is flirting?
Jan 17 02:44:17 <LoverGuy>	noo... 
Jan 17 02:44:21 <LoverGuy>	you see... i'm az
Jan 17 02:44:31 <LoverGuy>	and as az i'm flirting with her
Jan 17 02:44:35 <LoverGuy>	:
Jan 17 02:44:36 <LoverGuy>	:D
Jan 17 02:44:42 <RammsteinFan>	loool wow
Jan 17 02:44:45 <LoverGuy>	that's the whole fight about
Jan 17 02:44:49 <RammsteinFan>	yeah i know
Jan 17 02:44:59 <RammsteinFan>	she is nice to everyone but you :(
Jan 17 02:45:05 <LoverGuy>	before you came she was telling about my double acting
Jan 17 02:45:08 <RammsteinFan>	atleast she can be civil
Jan 17 02:45:08 <LoverGuy>	yes :(
Jan 17 02:45:32 <LoverGuy>	nah.. when she's angry she doesn't see all that
Jan 17 02:45:54 <RammsteinFan>	ye very!
Jan 17 02:46:10 <RammsteinFan>	what is she going to gain by doing all that in main?
Jan 17 02:46:34 <LoverGuy>	i think she wants everyone to know what kind of a guy i am!
Jan 17 02:47:58 <LoverGuy>	teena, trisha, deb... everyone know what the fight is about
Jan 17 02:48:22 <RammsteinFan>	umm well but all of them know you are not az
Jan 17 02:48:32 <RammsteinFan>	so what is she going to achieve by this?
Jan 17 02:48:58 <LoverGuy>	she hopes to prove it to all that i'm such a twoface!
Jan 17 02:49:17 <RammsteinFan>	but we know you are not...so whats th epoint?
Jan 17 02:49:19 <RammsteinFan>	ask her that
Jan 17 02:49:44 <LoverGuy>	lol no... she believes she ultimately will disprove you all
Jan 17 02:49:46 <LoverGuy>	:D
Jan 17 02:50:06 <RammsteinFan>	ah ok :)
Jan 17 02:50:13 <RammsteinFan>	i dont see the point
Jan 17 02:50:22 <LoverGuy>	this is like shooting an arrow and drawing the bull's eye around it..
Jan 17 02:50:23 <RammsteinFan>	atleast she is using kannada
Jan 17 02:50:30 <RammsteinFan>	heehe sure 
Jan 17 02:50:33 <RammsteinFan>	nice analogy
Jan 17 02:50:40 <LoverGuy>	no.. she uses english and hindi too
Jan 17 02:50:46 <LoverGuy>	kutta
Jan 17 02:50:51 <LoverGuy>	etc
Jan 17 02:50:57 <RammsteinFan>	ok
Jan 17 02:51:06 <RammsteinFan>	well today she said goobe
Jan 17 02:51:11 <LoverGuy>	yeah
Jan 17 02:51:13 <LoverGuy>	katte
Jan 17 02:51:13 <RammsteinFan>	thats owl right
Jan 17 02:51:14 <LoverGuy>	ooo
Jan 17 02:51:16 <LoverGuy>	:D
Jan 17 02:51:17 <RammsteinFan>	and dog
Jan 17 02:51:17 <LoverGuy>	yes
Jan 17 02:51:20 <RammsteinFan>	yea
