**** BEGIN LOGGING AT Thu Oct 20 01:47:39 2016

[DeWdRoPs has address Chat@0985EB.170366.909CF5.B50CCC]
Oct 20 01:47:39 <DeWdRoPs>	Veeeeeeeer.
[DeWdRoPs has address Chat@39A9D9.6592FF.CA39EC.63DB4A]
Nov 27 17:26:03 <DeWdRoPs>	Veeeeeeeeeer...
Nov 27 17:34:10 <RammsteinFan>	yeah?
Nov 27 17:35:02 <DeWdRoPs>	Nothing. Just like that :)
Nov 27 17:35:19 <DeWdRoPs>	I can't call you ? 
Nov 27 17:37:09 <RammsteinFan>	ofcourse you can
Nov 27 17:37:17 <RammsteinFan>	im dj-ing
Nov 27 17:37:24 <RammsteinFan>	and talking to a friend on whatsapp
Nov 27 17:37:32 <RammsteinFan>	so might take me some time to reply
Nov 27 17:37:39 <DeWdRoPs>	Okie. Carry on :)
**** ENDING LOGGING AT Sun Nov 27 19:32:37 2016

**** BEGIN LOGGING AT Mon Nov 28 15:02:03 2016

[DeWdRoPs has address Chat@39A9D9.6592FF.CA39EC.63DB4A]
Nov 28 15:02:03 <DeWdRoPs>	Hugssssssssssss, Veer. Hope all is fine with you. Hope all is fine back home too. Take care. See you sooooooooooon. I "don't" miss you !! :) :D 
Nov 28 15:02:13 <RammsteinFan>	:)
Nov 28 15:02:25 <RammsteinFan>	im fine
Nov 28 15:02:29 <RammsteinFan>	hope you are too
Nov 28 15:02:33 *	DeWdRoPs has quit (Quit: Reason filtered)
**** ENDING LOGGING AT Mon Nov 28 15:02:38 2016

**** BEGIN LOGGING AT Tue Nov 29 23:27:49 2016

[DeWdRoPs has address Chat@39A9D9.6592FF.CA39EC.63DB4A]
Nov 29 23:27:49 <DeWdRoPs>	Hugsssssssssssssss, Veer. Hope all is good with you :)
Nov 29 23:28:06 <RammsteinFan>	hugs :)
Nov 29 23:29:23 <DeWdRoPs>	How is Dad ?
Nov 29 23:29:48 <RammsteinFan>	hes ok
Nov 29 23:29:56 <DeWdRoPs>	Okie :-)
Nov 29 23:30:25 *	DeWdRoPs has quit (Quit: Reason filtered)
**** ENDING LOGGING AT Tue Nov 29 23:44:28 2016

**** BEGIN LOGGING AT Sat Dec 17 23:56:09 2016

[DeWdRoPs has address Chat@A52C34.6AE625.A588F0.62CEEC]
Dec 17 23:56:09 <DeWdRoPs>	Veeeeeeeeeeeeeeer :)
Dec 17 23:56:33 <RammsteinFan>	nazu :)
Dec 17 23:56:44 <DeWdRoPs>	Hugssssssssssssss :)
Dec 17 23:56:51 <DeWdRoPs>	Back in Bangalore ?
Dec 17 23:56:52 <RammsteinFan>	huggggsss :)
Dec 17 23:56:57 <RammsteinFan>	yeah
Dec 17 23:57:04 <RammsteinFan>	came back on thursday
Dec 17 23:57:07 <DeWdRoPs>	Ah. Great :)
Dec 17 23:57:12 <DeWdRoPs>	And how is Dad ?
Dec 17 23:57:20 <RammsteinFan>	hes good
Dec 17 23:57:45 <DeWdRoPs>	Good to hear that :)
Dec 18 00:00:02 <RammsteinFan>	:)
Dec 18 00:00:10 <RammsteinFan>	how was your weekend?
Dec 18 00:00:58 <DeWdRoPs>	Ah. It went well. Jhakaaaaassss :) 
Dec 18 00:01:08 <DeWdRoPs>	Winter holidays started. Yayyyyyyyyyyy :)
Dec 18 00:01:16 <RammsteinFan>	great!
Dec 18 00:01:36 <DeWdRoPs>	Dj-ing ?
Dec 18 00:01:38 <R[a]mmsteinFan>	how long?
Dec 18 00:01:41 <R[a]mmsteinFan>	yeah
Dec 18 00:02:16 <DeWdRoPs>	Classes will resume by the second week of January :)
Dec 18 00:02:28 <R[a]mmsteinFan>	so you have a long time to have fun
Dec 18 00:02:31 <R[a]mmsteinFan>	cool :)
Dec 18 00:02:36 <DeWdRoPs>	Yesssssssss :)
Dec 18 00:05:06 <R[a]mmsteinFan>	:)
Dec 18 00:06:04 <DeWdRoPs>	I am sooooo happy that you are back and Dad is better too. Inshallah. Mashallah :)
Dec 18 00:06:39 <R[a]mmsteinFan>	thanks :)
**** ENDING LOGGING AT Sun Dec 18 00:35:39 2016

**** BEGIN LOGGING AT Sun Dec 18 00:46:12 2016

[DeWdRoPs has address Chat@A52C34.6AE625.A588F0.62CEEC]
Dec 18 00:46:12 <DeWdRoPs>	Hugssssssssssssssss, Veer. BRB. Dinner :)
Dec 18 00:46:35 *	DeWdRoPs has quit (Quit: Reason filtered)
**** ENDING LOGGING AT Sun Dec 18 00:50:37 2016

**** BEGIN LOGGING AT Tue Dec 20 00:12:44 2016

[DeWdRoPs has address Chat@19B116.11B765.628BAF.CC52DE]
Dec 20 00:12:44 <DeWdRoPs>	Hugssssssssssssssssss, Veer :) Hope Dad is doing fine.. And so do you :)
Dec 20 00:13:02 <RammsteinFan>	hugssss nazu :)
Dec 20 00:13:19 <RammsteinFan>	im fine dad is fine all are fine...thanks very much :)
Dec 20 00:13:29 <DeWdRoPs>	Great :)
Dec 20 00:13:41 <RammsteinFan>	:)
Dec 20 00:13:42 <DeWdRoPs>	See you soon. Dinner timeee :)
Dec 20 00:13:47 <RammsteinFan>	ok!
Dec 20 00:13:50 <RammsteinFan>	bon appetit
Dec 20 00:14:05 <DeWdRoPs>	Dhanyavaad :)
Dec 20 00:14:09 <DeWdRoPs>	Hugsssss :)
Dec 20 00:14:14 <RammsteinFan>	huggggss :)
Dec 20 00:14:35 *	DeWdRoPs has quit (Quit: Reason filtered)
**** ENDING LOGGING AT Tue Dec 20 00:14:39 2016

**** BEGIN LOGGING AT Wed Dec 28 01:30:54 2016

[DeWdRoPs has address Chat@19B116.11B765.628BAF.CC52DE]
Dec 28 01:30:54 <DeWdRoPs>	Veeeer..
Dec 28 01:31:36 <RammsteinFan>	im here
Dec 28 01:31:43 <RammsteinFan>	whats up
Dec 28 01:32:34 <DeWdRoPs>	Nothing. Just felt like calling your name.
Dec 28 01:33:00 <RammsteinFan>	:) ok
Dec 28 01:33:05 <RammsteinFan>	hows you?
Dec 28 01:33:28 <DeWdRoPs>	I am okie, Veeer. Thank you :)
Dec 28 01:33:31 <DeWdRoPs>	How are you ?
Dec 28 01:33:45 <RammsteinFan>	im fine
Dec 28 01:33:59 <DeWdRoPs>	And Dad ?
Dec 28 01:34:26 <RammsteinFan>	hes fine too
Dec 28 01:34:58 <DeWdRoPs>	Great :)
Dec 28 01:35:01 <DeWdRoPs>	Hugsssss :)
Dec 28 01:35:04 <DeWdRoPs>	Dj-ing ?
Dec 28 01:35:20 <RammsteinFan>	not riht now..will start in a few moinutes
Dec 28 01:35:24 <RammsteinFan>	huggss :)
Dec 28 01:35:29 <RammsteinFan>	hows grandma?
Dec 28 01:35:38 <DeWdRoPs>	Ah, okie.
Dec 28 01:35:52 <DeWdRoPs>	She is doing okie. But she doesn't do well during winters !
Dec 28 01:38:21 <RammsteinFan>	ah sure...i can understand
Dec 28 01:38:57 <RammsteinFan>	is it very cold there?
Dec 28 01:39:21 <DeWdRoPs>	Yes. It is getting colder.
Dec 28 01:39:43 <DeWdRoPs>	But no rain yet !!
Dec 28 01:39:44 <RammsteinFan>	ah i see
Dec 28 01:41:49 <DeWdRoPs>	How is the weather there ? Cold ?
Dec 28 01:43:21 <RammsteinFan>	yes
Dec 28 01:43:28 <RammsteinFan>	mostly in the evening
Dec 28 01:44:38 <DeWdRoPs>	Ah. Here is the same too. The temperature drops a lot during night. And she becomes restless. She can't sleep. Breathing problems. Asthma it is :-(
Dec 28 01:45:58 <RammsteinFan>	:(
Dec 28 01:46:12 <RammsteinFan>	heating the room might help
Dec 28 01:46:50 <DeWdRoPs>	Yes. The hearter is always on, Veeer. Still. 
Dec 28 01:47:10 <DeWdRoPs>	heater*
Dec 28 01:47:25 <RammsteinFan>	ok
Dec 28 01:47:27 <DeWdRoPs>	Inshallah. We will make it through this winter too, as we do always :)
Dec 28 01:47:43 <RammsteinFan>	good
Dec 28 01:48:13 <DeWdRoPs>	:)
Dec 28 01:48:36 <RammsteinFan>	:)
Dec 28 01:51:26 <DeWdRoPs>	:):)
**** ENDING LOGGING AT Wed Dec 28 02:37:18 2016

**** BEGIN LOGGING AT Tue Jan 17 03:34:13 2017

[DeWdRoPs has address LibraIRC@19B116.11B765.073BAF.2517E8]
Jan 17 03:34:21 <RammsteinFan>	why does sapphire not like you?
Jan 17 03:34:36 <RammsteinFan>	or az?
Jan 17 03:34:38 <DeWdRoPs>	She thinks LG is AZ and AZ is LG.
Jan 17 03:34:46 <RammsteinFan>	O.O
Jan 17 03:34:57 <DeWdRoPs>	And she thinks LG is flirting with me by using the nick AZ.
Jan 17 03:35:10 <DeWdRoPs>	She warned and I did not listen to her. I think that is why she is mad at me.
Jan 17 03:35:10 <RammsteinFan>	wow
Jan 17 03:35:26 <RammsteinFan>	is this trivia or drama room?
Jan 17 03:35:41 <DeWdRoPs>	I have no clue, Veer.
Jan 17 03:35:51 <DeWdRoPs>	She used to talk to me before.
Jan 17 03:35:58 <DeWdRoPs>	But nowadays she don't.
Jan 17 03:36:01 <DeWdRoPs>	I asked LG
Jan 17 03:36:08 <RammsteinFan>	wow
Jan 17 03:36:08 <DeWdRoPs>	And this is the reason he gave me.
Jan 17 03:36:35 <RammsteinFan>	i seriosuly dont know what is wrong with people
Jan 17 03:36:56 <DeWdRoPs>	She had told me before, "very soon you will know who is who"
Jan 17 03:37:05 <DeWdRoPs>	Then I did not know what she meant by that.
Jan 17 03:37:07 <DeWdRoPs>	Now I do.
Jan 17 03:37:25 <RammsteinFan>	hmm ok
Jan 17 03:37:52 <DeWdRoPs>	How can AZ and LG be the same person ?
Jan 17 03:38:00 <DeWdRoPs>	She can see that they both play and talk.
Jan 17 03:38:01 <RammsteinFan>	yes
Jan 17 03:38:30 <RammsteinFan>	she is mad but az can tone it down a bit in main too
Jan 17 03:38:47 <RammsteinFan>	why unnecessarily make her angry?
Jan 17 03:38:49 <DeWdRoPs>	He is saying she took his Mom's name.
Jan 17 03:39:01 <RammsteinFan>	LG suffers coz of all this
Jan 17 03:39:28 <DeWdRoPs>	LG is saying that everything is going out of his hands. She abused him in the mains.
Jan 17 03:39:34 <DeWdRoPs>	What does she want, Veer ?
Jan 17 03:39:35 <RammsteinFan>	yaeh i was tehre 
Jan 17 03:39:42 <RammsteinFan>	how dod i know what she wants?
Jan 17 03:39:51 <RammsteinFan>	she wasnt talking to me before too
Jan 17 03:39:59 <RammsteinFan>	now she started talking to me
Jan 17 03:40:14 <DeWdRoPs>	No. I wasn't asking you. I was asking in general.
Jan 17 03:40:28 <RammsteinFan>	ok :)
Jan 17 03:40:44 <DeWdRoPs>	I hope everything gets cleared soon.
Jan 17 03:40:56 <DeWdRoPs>	Everyone is here to play and have fun and be happy.
Jan 17 03:41:01 <DeWdRoPs>	Hope it remains like that.
Jan 17 03:41:03 <RammsteinFan>	yeah this is what bothers me more
Jan 17 03:41:13 <RammsteinFan>	all this nonsense in main
Jan 17 03:41:52 <DeWdRoPs>	She really thinks AZ is LG, Veer.
Jan 17 03:42:07 <RammsteinFan>	yeah i know
Jan 17 03:42:09 <DeWdRoPs>	Hence she asked AZ to get a room and used that H word !!
Jan 17 03:42:11 <RammsteinFan>	she abused him earlier
Jan 17 03:42:19 <RammsteinFan>	lg i mean
Jan 17 03:42:23 <DeWdRoPs>	Hmmm.
Jan 17 03:42:29 <RammsteinFan>	tell az to tone it down a little
Jan 17 03:43:00 <DeWdRoPs>	I asked him, Veer. But he has his own reasons !! Someone has to remain calm and handle things in a matured way.
Jan 17 03:43:17 <RammsteinFan>	both of them are immature...
Jan 17 03:43:23 <RammsteinFan>	thats why all this nonsense
Jan 17 03:43:35 <RammsteinFan>	and poor LG endds up suffering
Jan 17 03:43:59 <DeWdRoPs>	The one thing I don't understand is, how can two people be in the same room, chatting and playing ?
Jan 17 03:44:04 <DeWdRoPs>	She can think about it.
Jan 17 03:44:33 <RammsteinFan>	yeah that being unreasonable
Jan 17 03:45:59 <DeWdRoPs>	Hmmm..
Jan 17 03:46:52 <RammsteinFan>	az is not too good too
Jan 17 03:47:05 <RammsteinFan>	he did some nonsense in radio about me 
Jan 17 03:47:10 <RammsteinFan>	so i stopped tlking to him
Jan 17 03:47:17 <RammsteinFan>	so its like they are both immature
Jan 17 03:47:19 <DeWdRoPs>	In Radio ?
Jan 17 03:47:40 <RammsteinFan>	yeah
Jan 17 03:47:58 <RammsteinFan>	so its not like its all her fault
Jan 17 03:48:18 <RammsteinFan>	he has pmed me with some nonsense too
Jan 17 03:48:25 <DeWdRoPs>	I am not saying its her fault. She can talk to me and ask me before judging or coming to such conclusions.
Jan 17 03:48:27 <RammsteinFan>	so its not like sapphire is all at fault
Jan 17 03:48:39 <DeWdRoPs>	And LG wouldn't let me talk to her.
Jan 17 03:48:45 <RammsteinFan>	like isaid i come here ot have fun
Jan 17 03:48:56 <RammsteinFan>	escape my everyday life...its alreayd complicated as it is
Jan 17 03:49:01 <RammsteinFan>	i think i should quit trivia
Jan 17 03:49:02 <DeWdRoPs>	We are all here for that, Veer.
Jan 17 03:49:06 <RammsteinFan>	ill joing some other site
Jan 17 03:49:06 <DeWdRoPs>	No. Don't.
Jan 17 03:49:10 <DeWdRoPs>	:(
Jan 17 03:49:19 <RammsteinFan>	i dont need all this nonsense here
Jan 17 03:49:42 <DeWdRoPs>	I need to tell you something very important. I will mail you.
Jan 17 03:49:56 <RammsteinFan>	hmm ok
Jan 17 03:50:50 <DeWdRoPs>	Hmmm.
Jan 17 03:51:02 <DeWdRoPs>	You won't quit trivia, right ?
Jan 17 03:51:18 <RammsteinFan>	i dont know
Jan 17 03:51:32 <RammsteinFan>	i dont think so
Jan 17 03:51:40 <RammsteinFan>	this year started really abd for me
Jan 17 03:51:51 <DeWdRoPs>	Dad is okie ?
Jan 17 03:51:52 <RammsteinFan>	my aunt husband passed away day before ytd
Jan 17 03:52:03 <RammsteinFan>	yeah dad is ok
Jan 17 03:52:09 <DeWdRoPs>	Oh. I am really sorry to hear that, Veer :(
Jan 17 03:52:33 <RammsteinFan>	thanks
Jan 17 03:52:49 <RammsteinFan>	they were on their way to usa and he passe away in pane
Jan 17 03:52:51 <RammsteinFan>	plane*
Jan 17 03:53:10 <DeWdRoPs>	Omg.. That is really sad.
Jan 17 03:53:21 <RammsteinFan>	yes
Jan 17 03:54:02 <RammsteinFan>	i was worried about my aunt
Jan 17 03:54:11 <DeWdRoPs>	Yes. Is she alright ?
Jan 17 03:54:17 <DeWdRoPs>	How is she doing ?
Jan 17 03:54:21 <RammsteinFan>	hmm
Jan 17 03:54:26 <RammsteinFan>	she is ok i guess
Jan 17 03:54:38 <RammsteinFan>	1.5 hours to land and he passed away
Jan 17 03:54:46 <RammsteinFan>	must have been aweful for her
Jan 17 03:55:36 <DeWdRoPs>	I can't even think of that !!
Jan 17 03:55:50 <RammsteinFan>	yes
Jan 17 03:55:57 <RammsteinFan>	i thought this year would be differnet
Jan 17 03:55:59 <RammsteinFan>	and now this
Jan 17 03:56:19 <RammsteinFan>	didnt go to office ytd
Jan 17 03:58:43 <DeWdRoPs>	I am really sorry to hear all of this, Veer.
Jan 17 03:59:01 <RammsteinFan>	ok ty
Jan 17 04:01:53 <DeWdRoPs>	I am talking to Sap, Veer.
Jan 17 04:02:07 <RammsteinFan>	sure 
Jan 17 04:02:13 <RammsteinFan>	get it cleared
Jan 17 04:09:08 <DeWdRoPs>	It will not get cleared. She is abusing me again and again.
Jan 17 04:09:46 <RammsteinFan>	ok
Jan 17 04:09:54 <RammsteinFan>	shes being unreasonable
Jan 17 04:09:57 <RammsteinFan>	let her be
Jan 17 04:10:06 <RammsteinFan>	shes made up her mind
Jan 17 04:18:37 <DeWdRoPs>	I will stop playing, Veer.
Jan 17 04:18:54 <RammsteinFan>	what do you mean?
Jan 17 04:19:42 <DeWdRoPs>	I cannot tell you what all things she is saying, Veer..
Jan 17 04:19:49 <RammsteinFan>	:(
Jan 17 04:19:54 <RammsteinFan>	block her nazu
Jan 17 04:24:11 <DeWdRoPs>	:(
Jan 17 04:24:28 <DeWdRoPs>	I never ever heard such things in my life before, Veer.
Jan 17 04:24:36 <RammsteinFan>	hoppy kcked her
Jan 17 04:24:37 <RammsteinFan>	i know
Jan 17 04:24:48 <DeWdRoPs>	What is PDA ?
Jan 17 04:25:02 <RammsteinFan>	public display of affection
Jan 17 04:25:34 <DeWdRoPs>	She says that I ask AZ and LG to abuse people who score good points.
Jan 17 04:25:48 <DeWdRoPs>	And I don't let anyone win because I am greedy for points.
Jan 17 04:26:00 <RammsteinFan>	lol shes crazy
Jan 17 04:36:04 <DeWdRoPs>	Take care, Veer.
Jan 17 04:36:11 <DeWdRoPs>	Hugssssss.
Jan 17 04:36:28 <RammsteinFan>	hugggss
Jan 17 04:36:30 <RammsteinFan>	you too
Jan 17 04:36:32 <RammsteinFan>	take care
Jan 17 04:36:35 <RammsteinFan>	and dotn worry
Jan 17 04:39:06 *	DeWdRoPs has quit (Quit: Reason filtered)
**** ENDING LOGGING AT Tue Jan 17 04:39:34 2017

**** BEGIN LOGGING AT Tue Jan 17 19:33:21 2017

[DeWdRoPs has address LibraIRC@19B116.11B765.073BAF.2517E8]
Jan 17 19:33:21 <DeWdRoPs>	Veeeeer
Jan 17 19:33:33 <RammsteinFan>	yes?
Jan 17 19:33:49 <DeWdRoPs>	How are you feeling today ?
Jan 17 19:33:56 <RammsteinFan>	im ok
Jan 17 19:33:59 <RammsteinFan>	how are you?
Jan 17 19:34:07 <DeWdRoPs>	I am okie too. Ty
Jan 17 19:34:17 <RammsteinFan>	ok
Jan 17 19:34:25 <RammsteinFan>	hope everything was resolved ytd
Jan 17 19:34:48 <DeWdRoPs>	I don't know, Veer. Hope so. Inshallah !
Jan 17 19:35:29 <RammsteinFan>	i see both sapp and az here so i thiught it was resoved
Jan 17 19:35:59 <DeWdRoPs>	It must be, Veer. They both were banned and now the ban is removed.
Jan 17 19:36:04 <DeWdRoPs>	Hope all goes well now.
Jan 17 19:36:14 <RammsteinFan>	yeah
Jan 17 19:36:15 <DeWdRoPs>	I did a mistake by talking to her. I shouldn't have.
Jan 17 19:36:16 <RammsteinFan>	hope so
Jan 17 19:36:40 <RammsteinFan>	well talking helps
Jan 17 19:36:42 <DeWdRoPs>	Anyway.. People say mean things when they are in a bad mood.
Jan 17 19:36:46 <RammsteinFan>	but she was in a bad mood
Jan 17 19:36:47 <RammsteinFan>	yes
Jan 17 19:36:51 <DeWdRoPs>	Maybe that is what happened to her.
Jan 17 19:36:57 <RammsteinFan>	yes i know
Jan 17 19:37:24 <DeWdRoPs>	Hmmm. How is Aunt ?
Jan 17 19:37:46 <RammsteinFan>	ok
Jan 17 19:37:47 <RammsteinFan>	thaks
Jan 17 19:37:48 <RammsteinFan>	thanks
Jan 17 19:38:00 <DeWdRoPs>	Back to being formal ? :-/
Jan 17 19:38:11 <RammsteinFan>	what i mean is i have experienced people being mean to me 
Jan 17 19:38:24 <RammsteinFan>	ok i take it back
Jan 17 19:38:32 <DeWdRoPs>	Good :)
Jan 17 19:38:33 <RammsteinFan>	no thanks
Jan 17 19:38:46 <DeWdRoPs>	Yes. No thanks.
Jan 17 19:39:12 <RammsteinFan>	ok
Jan 17 19:39:34 <DeWdRoPs>	Yes. When people are mean to us, it really hurts.
Jan 17 19:39:52 <RammsteinFan>	yes especially when it is no fault of mine
Jan 17 19:40:22 <RammsteinFan>	those are the people i hate the most
Jan 17 19:40:54 <DeWdRoPs>	I do understand. I do, I really do now.
Jan 17 19:41:18 <DeWdRoPs>	Do you hate me ?
Jan 17 19:41:27 <RammsteinFan>	i wasnt talking about you
Jan 17 19:41:36 <DeWdRoPs>	No. But I am asking you.
Jan 17 19:41:40 <RammsteinFan>	and no i dont hate you
Jan 17 19:41:47 <RammsteinFan>	why would i hate you?
Jan 17 19:42:06 <DeWdRoPs>	I don't know. I just felt like asking.
Jan 17 19:42:19 <RammsteinFan>	no i dont hate you
Jan 17 19:42:34 <RammsteinFan>	hate is useless
Jan 17 19:42:40 <DeWdRoPs>	I agree.
Jan 17 19:43:10 <RammsteinFan>	ok
Jan 17 19:43:42 <DeWdRoPs>	Will you smile ?
Jan 17 19:43:51 <RammsteinFan>	:)
Jan 17 19:43:56 <DeWdRoPs>	:)
Jan 17 19:43:59 <DeWdRoPs>	Hugssssss :)
Jan 17 19:44:07 <RammsteinFan>	hugs :)
Jan 17 19:44:32 <DeWdRoPs>	I will be back laters, Veeer. Tc :)
Jan 17 19:44:39 <RammsteinFan>	tc nazu
Jan 17 19:44:42 <RammsteinFan>	bye
Jan 17 19:45:33 <RammsteinFan>	hugs :)
**** ENDING LOGGING AT Tue Jan 17 19:45:50 2017

**** BEGIN LOGGING AT Thu Jan 19 18:23:42 2017

[DeWdRoPs has address LibraIRC@19B116.11B765.073BAF.2517E8]
Jan 19 18:23:44 <RammsteinFan>	hugs :)
Jan 19 18:23:48 <RammsteinFan>	and congrats :)
Jan 19 18:24:14 <DeWdRoPs>	Hugsssssssss and Thank you :)
Jan 19 18:24:27 <RammsteinFan>	eh? thank you?
Jan 19 18:25:20 <DeWdRoPs>	Ooo. Okie, I take it back. No thank you :P
Jan 19 18:25:22 <RammsteinFan>	so formal heeheh
Jan 19 18:25:29 <DeWdRoPs>	Lol Veer :)
Jan 19 18:25:32 <DeWdRoPs>	How are you ?
Jan 19 18:25:43 <RammsteinFan>	im fine
Jan 19 18:25:46 <RammsteinFan>	how are you?
Jan 19 18:26:01 <DeWdRoPs>	I am fine too. Weekend heree.. Yayyyy :)
Jan 19 18:26:10 <DeWdRoPs>	Lots of watermelon milkshakes :P
Jan 19 18:26:13 <RammsteinFan>	great :)
Jan 19 18:26:20 <DeWdRoPs>	:) :)
Jan 19 18:26:21 <RammsteinFan>	poor watermelons :P
Jan 19 18:26:27 <DeWdRoPs>	Lol .. I know :P
Jan 19 18:26:31 <RammsteinFan>	heeh
Jan 19 18:26:35 <RammsteinFan>	no no party on!
Jan 19 18:26:43 <DeWdRoPs>	Yesss :D
Jan 19 18:26:48 <RammsteinFan>	so whats the plans for weekend?
Jan 19 18:26:50 <DeWdRoPs>	How is Dad and everyone back home ?
Jan 19 18:26:57 <RammsteinFan>	dad is fine
Jan 19 18:27:03 <RammsteinFan>	everyone is fine
Jan 19 18:27:05 <DeWdRoPs>	Dress trials, jewellery trials.. Lots going on, Veer.
Jan 19 18:27:16 <RammsteinFan>	i might go next week
Jan 19 18:27:20 <DeWdRoPs>	I am happy, excited. Yes. But I am tensed and nervous too.
Jan 19 18:27:20 <RammsteinFan>	aha great!
Jan 19 18:27:24 <DeWdRoPs>	Ah. That is good :)
Jan 19 18:27:31 <RammsteinFan>	why tensed?
Jan 19 18:27:52 <DeWdRoPs>	I don't know.
Jan 19 18:28:00 <RammsteinFan>	lol
Jan 19 18:28:00 <DeWdRoPs>	Everyone says it's quite normal.
Jan 19 18:28:03 <DeWdRoPs>	I will be fine.
Jan 19 18:28:06 <RammsteinFan>	yeah i know
Jan 19 18:28:07 <DeWdRoPs>	Inshallah :)
Jan 19 18:28:18 <RammsteinFan>	a new biginning so i think you might be 
Jan 19 18:28:30 <RammsteinFan>	everyting will work out..dont worry :)
Jan 19 18:28:38 <DeWdRoPs>	Yes. And it's all happening too soon.
Jan 19 18:28:44 <DeWdRoPs>	Yes. Inshallah :)
Jan 19 18:28:55 <RammsteinFan>	great :)
Jan 19 18:29:08 <DeWdRoPs>	So booked your tickets? :P
Jan 19 18:29:19 <RammsteinFan>	i can imagine what the food will be at your engagement party heheeh
Jan 19 18:29:25 <DeWdRoPs>	Ha ha. Lol.
Jan 19 18:29:27 <RammsteinFan>	watermelons everywhere LOOOL
Jan 19 18:29:32 <DeWdRoPs>	There will be 2 parties Veer.
Jan 19 18:29:37 <DeWdRoPs>	One in Turkey on the 14th.
Jan 19 18:29:39 <RammsteinFan>	tickets? sure...if i can
Jan 19 18:29:42 <RammsteinFan>	ah i see
Jan 19 18:29:42 <DeWdRoPs>	And one here, on the 20th.
Jan 19 18:29:45 <RammsteinFan>	istanbul?
Jan 19 18:29:57 <DeWdRoPs>	Yes.
Jan 19 18:30:00 <RammsteinFan>	why turkey?
Jan 19 18:30:11 <DeWdRoPs>	He belongs to Turkey.
Jan 19 18:30:12 <RammsteinFan>	is your fiance turkish?
Jan 19 18:30:14 <DeWdRoPs>	His parents are there.
Jan 19 18:30:16 <RammsteinFan>	ah yes i thought so
Jan 19 18:30:27 <RammsteinFan>	i didnt hear the clip all thriugh
Jan 19 18:30:33 <RammsteinFan>	lot of things on my mind ytf
Jan 19 18:30:35 <RammsteinFan>	ytd*
Jan 19 18:30:40 <DeWdRoPs>	I can understand.
Jan 19 18:30:43 <DeWdRoPs>	It's okie :)
Jan 19 18:30:45 <RammsteinFan>	:)
Jan 19 18:30:57 <DeWdRoPs>	I just wanted to invite you officially. So yes :)
Jan 19 18:31:09 <RammsteinFan>	i rememebr he is in usa nd will move to uk soon
Jan 19 18:31:27 <RammsteinFan>	yes danke for invitation
Jan 19 18:31:30 <DeWdRoPs>	Yes. Though he is from Turkey, he was born and brought up in the US.
Jan 19 18:31:34 <DeWdRoPs>	His name is Nouman.
Jan 19 18:31:52 <RammsteinFan>	ah ok
Jan 19 18:31:59 <RammsteinFan>	yeah i remember his name
Jan 19 18:32:16 <RammsteinFan>	same name as a guy who won a game show here in india so i remmebr 
Jan 19 18:32:29 <DeWdRoPs>	Ah. What show ?
Jan 19 18:32:40 <RammsteinFan>	roadies
Jan 19 18:32:44 <RammsteinFan>	you know it?
Jan 19 18:33:00 <RammsteinFan>	my friend was a participant in it so i watched it
Jan 19 18:33:07 <RammsteinFan>	usually i dont hehe
Jan 19 18:33:17 <DeWdRoPs>	No clue about it. I have heard about Big Boss. Priya is a big fan.
Jan 19 18:33:26 <RammsteinFan>	ah ok
Jan 19 18:33:29 <RammsteinFan>	sure
Jan 19 18:33:35 <RammsteinFan>	lot of people watch it
Jan 19 18:33:41 <RammsteinFan>	not my thing though
Jan 19 18:33:50 <DeWdRoPs>	They fight a LOT !!!
Jan 19 18:34:19 <RammsteinFan>	like people in here...thats life lol
Jan 19 18:34:36 <DeWdRoPs>	Lol. I know. If people fight and solve it, it's fine.
Jan 19 18:34:43 <RammsteinFan>	yeah 
Jan 19 18:34:52 <RammsteinFan>	az apologised to me today
Jan 19 18:34:55 <DeWdRoPs>	If they hold grudge against each other, then it's not good.
Jan 19 18:35:00 <RammsteinFan>	things are back ot normal 
Jan 19 18:35:10 <DeWdRoPs>	I know, Veer. That's the first thing he told me when I logged in :)
Jan 19 18:35:13 <DeWdRoPs>	I am glad.
Jan 19 18:35:31 <RammsteinFan>	well it seems someone has been talking smack to him bout me
Jan 19 18:35:39 <RammsteinFan>	idk why people do that
Jan 19 18:35:49 <RammsteinFan>	told him i was a bad person
Jan 19 18:36:00 <DeWdRoPs>	I wonder too !! Why can't just people be happy ?? And stop backstabbing others !
Jan 19 18:36:08 <RammsteinFan>	like i said if i do something and people think i am bad i can understand
Jan 19 18:36:12 <RammsteinFan>	yeah
Jan 19 18:36:16 <RammsteinFan>	backstabbing is worst
Jan 19 18:36:34 <RammsteinFan>	especially if from people who you think you cna trust
Jan 19 18:36:41 <DeWdRoPs>	I know, Veer. Well, people who know us well and understand us, they will not believe such things.
Jan 19 18:36:46 <RammsteinFan>	yeah
Jan 19 18:36:52 <DeWdRoPs>	Yes. That is worst !
Jan 19 18:36:53 <RammsteinFan>	he should have talked to me
Jan 19 18:37:01 <DeWdRoPs>	I wonder what do they gain from that !
Jan 19 18:37:09 <RammsteinFan>	now he said from now on he will
Jan 19 18:37:14 <RammsteinFan>	yeah exactly
Jan 19 18:37:17 <DeWdRoPs>	I have told him a thousand times. I even asked him if I should talk to you. He said, he will.
